"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"Tef",42.2822336637813,0.607801408529715,0.295245820298405,2.05862832508657,0.0395298571727577,0.99951024492733,"Tef"
"Snu13",163.519165097091,-0.319904139326409,0.161892276025921,-1.97603089646593,0.0481512780112265,0.99951024492733,"Snu13"
"Tuba1b",501.193950398622,-0.330735615557316,0.140188839443418,-2.35921501932974,0.0183136410391461,0.99951024492733,"Tuba1b"
"Faim2",2.08369002136599,2.65641119801071,1.3340116098141,1.99129541187493,0.0464484195845748,0.99951024492733,"Faim2"
"Gpd1",4.92251667964726,1.89122291635326,0.949230305237322,1.99237519695542,0.0463299066446463,0.99951024492733,"Gpd1"
"Snx29",91.5023529735228,0.525106256715486,0.222413991077658,2.36094075813845,0.0182286423421699,0.99951024492733,"Snx29"
"Bmerb1",1.58081402727881,3.38638576050764,1.52872461996543,2.21517055215884,0.0267483603138697,0.99951024492733,"Bmerb1"
"Gm15764",4.93192508601785,-1.54160640647215,0.76153122608939,-2.02435087841191,0.0429340621258067,0.99951024492733,"Gm15764"
"Bdh1",1.90254159186282,2.74734512238697,1.3556419776834,2.02660080435233,0.042703254242836,0.99951024492733,"Bdh1"
"Mylk",2.55088300952324,2.76110948597258,1.34942700988126,2.04613474145263,0.0407431157307019,0.99951024492733,"Mylk"
"Golgb1",154.302373065556,0.416644157467793,0.177771924335912,2.34370055352788,0.0190934939735414,0.99951024492733,"Golgb1"
"Cox17",222.090029613565,-0.410334730738265,0.170260497079522,-2.41004071864428,0.0159507401969525,0.99951024492733,"Cox17"
"Phldb2",2.44553234973094,3.92873655334626,1.36383125939168,2.88066175803789,0.00396841260574629,0.99951024492733,"Phldb2"
"Cldnd1",191.993962523786,-0.30364775508673,0.14517202413268,-2.09164098179971,0.0364706436128836,0.99951024492733,"Cldnd1"
"Samsn1",286.251794251558,-0.52065784591262,0.173669654739167,-2.99797824032408,0.00271777077155835,0.99951024492733,"Samsn1"
"Olig1",19.2874801838497,1.36843878866417,0.491301325567031,2.78533502242193,0.00534724430089178,0.99951024492733,"Olig1"
"Kcne2",10.466527350911,1.51365815817478,0.613327180558486,2.46794566775349,0.0135890943866978,0.99951024492733,"Kcne2"
"Clic6",14.5800974204911,1.30651004827016,0.52663667750421,2.48085654508884,0.013106710979934,0.99951024492733,"Clic6"
"Metrn",23.4786051029669,0.821630712780534,0.368376656750872,2.23040927736144,0.025720284233032,0.99951024492733,"Metrn"
"H2-DMa",334.05206221357,-0.381236804877864,0.169373844858291,-2.25085995536578,0.0243944087274264,0.99951024492733,"H2-DMa"
"H2-Q4",22.429352299953,1.00500218425164,0.451537242512437,2.22573486665158,0.0260319458567544,0.99951024492733,"H2-Q4"
"Vars2",10.6510396940321,1.46723988249516,0.595543228672368,2.46370005039944,0.0137511134164239,0.99951024492733,"Vars2"
"Tubb5",424.384486163183,-0.328750041541143,0.140719283099526,-2.33621174227153,0.0194802086192004,0.99951024492733,"Tubb5"
